locale,review_id,author,rating,review_text,date,app_version
en-np,4c031c3f-e867-4649-ab7b-d5c482a02e4f,Roshan Shahi Thakuri,5,Nice app.,2020-11-30T15:19:52,
en-np,84b6ad78-b35b-482c-b862-02c89521afd7,Dr.Pushpendra Shah,5,The app os nice but I think it will be more nice if you bring games top up too.,2020-11-30T15:10:25,3.8.1
en-np,f6c76477-ba1e-4c6a-88f9-e3aed5c19743,Shyam Prasad Shahi,3,Best,2020-11-30T14:18:05,3.8.1
en-np,9ac64b48-e588-4c22-b9a7-d3a09959fade,kanxho Sandip,5,Free fire tep,2020-11-30T13:17:04,3.8.1
en-np,fb9643e9-e5a9-4c10-ad0a-572ce55b5e53,Ram Thapa,5,Nice,2020-11-30T12:39:18,
en-np,f3f4941c-dd6e-4cef-a2fe-ebb45d58427c,beas khatri,1,My esawa is not working properly to pay,2020-11-30T12:27:36,
en-np,2092667c-77ed-4e9a-aa25-040adc0158d3,Sameer Gurung,1,Why can't i login my account on my pc? And i am trying to recover my password and every time when i am typing my new password it keeps on saying your password must contain at least blah blah blah... When i fulfilled every criteria.. help me?,2020-11-30T12:10:54,
en-np,71fceed4-15b2-4c2a-b94c-8564bcf94f4e,Sneha Shakya,5,"Hi. I reset my phone and now I cant login to esewa. It says ""Number of device bind to particular user exceed. Only upto 3 is allowed"". How do I re authorize my account?",2020-11-30T11:23:31,3.7.9.1
en-np,f9df7856-bd23-42a7-ae57-c6a4865c9b81,Suresh KC,1,I wanna give only 1 star. Because there is a problem in topup money when we are offline. Sms mode doesn't work properly it is workless . So I think mobile topup should be made in offline mode also.,2020-11-30T08:02:18,3.8.1
en-np,0ceb205b-54ed-475e-991c-07c9a494e2e1,Binod Chaulagain,1,it Says service is not available,2020-11-30T07:14:43,3.7.7
en-np,4eef3120-7c5c-4320-8fc5-41496c454c5e,Papu Chaudhary,5,Damii,2020-11-30T05:06:42,
en-np,49db5d35-ee04-47c8-8a38-2192dfc0baf2,sapana thapa,1,It's unreliable when needed. Need to change password to set up again. Disaster.,2020-11-30T02:38:00,3.8.1
en-np,5a6f5b24-6a7e-4387-b951-fd4e0edea52e,Anju Timalsina,4,Nice,2020-11-30T01:14:46,3.8.1
en-np,4613cdf1-41c8-4486-ac04-8aea9c19fe81,SAMMYTHEGREAT,2,"Buffering,scams sewa 😬 Nowadays this app has brought new features of scamming money . I just sent money around 200 and double of it has been sent to that person . It's not just once or twice .Its been repeated many times. If u want a proper video I can send it . Fix your bugs and Buffering problems. 👎👎👎👎I am not using it onwards.",2020-11-29T16:35:12,3.8.1
en-np,4acd0f0f-60f9-4b33-9710-31fbcaa6f13e,Total gaming,5,Unlimited balance transfer should be make,2020-11-29T16:09:53,3.8.1
en-np,1b517331-c0ef-4b05-8112-890af3d0bf80,dipesh maharjan,5,"What is wrong with esewa. In presence of wifi network, unbale to use app.says offline mode????",2020-11-29T14:32:09,3.8.1
en-np,53628273-93f2-44a3-a252-3a17a18d3353,Harsh Chaudhary,1,Server Error Problem...too much nowadays And Customer Care are just for fake call and fake motives 🙄,2020-11-29T13:06:30,3.8.1
en-np,c39536c4-b1e4-4e23-bee5-90dad336cb48,Jakir Husen Khan,5,Best,2020-11-29T12:56:53,3.7.6
en-np,869fe9bb-fbc9-44ea-a525-6550cf3f5400,Sushant Sanjel,1,I don't like the customer service.,2020-11-29T11:59:44,3.8.1
en-np,515f8b92-28ee-42fa-ba51-ec207048d1ad,Bibek Uprety,1,Shittest online wallet... Fade up with this,2020-11-29T11:37:19,
en-np,c5cc6583-b9a3-40e6-bec5-179055d27cad,Abinash Prabhakar,2,Crashes too often or doesnt load often.. needs so much improvement.,2020-11-29T10:53:21,3.8.1
en-np,fefaff30-8c58-45cf-ad66-f85fcbf39477,Sugam Sapkota,1,My esewa id is not opening it says something went wrong while trying to login plz help fast,2020-11-29T09:44:32,
