locale,review_id,author,rating,review_text,date,app_version
en-np,997090b1-6cab-403d-8853-8914a6b9a22f,Manoj Joshi,5,good,2025-04-30T14:59:34,4.4.0.2
en-np,3b88d504-7eb9-4566-8b91-7eeadc2d12d2,Khopi ram Damai,5,I love,2025-04-30T13:49:54,
en-np,93d25d33-c56c-41d2-82cb-573e7bdcd594,Jonah2,2,i have been using esewa for months and easy to use. Worst Customer Service...recently i bought new phone and i login in esewa from my new phone. it asked me to verify new device that its really me through message and sent me otp.. i entered otp but again asked me to verify new device so i thought i entered wrong otp and i again repeat the process and entered exactly same otp that esewa sent me but again asked me to verify new device.. i had repeated the process again but same thing happened,2025-04-30T12:42:59,4.4.0.2
en-np,752867dc-51b7-476f-acd0-bbe68d98a291,Zunnee Khatri,1,most useless app disgusting 🤢 it takes so much time to sign in us order app to not use this app,2025-04-30T12:42:46,4.4.0.2
en-np,18fe7435-da76-465e-8edb-cd1aef3c52ba,Bikash Bhai,5,Excellent,2025-04-30T12:34:29,4.4.0.2
en-np,1590a7c3-c22c-49fe-a184-ef547a36e4fd,Anish Rajbanshi,1,"When I try to log out from the device I had login, it shows 'New device detected'.fix this problem",2025-04-30T11:45:49,
en-np,6f256990-aa7a-4f89-84de-51d2b152c5fd,UNKNOWN PLAYER,1,very frustrating app as the same issue occurs several times. They are not even fixed after sending the issue report as I have already sent the issue report more than twice. I highly recommend not using only this app for your online transaction and suggest you use other applications like your particular banking apps.,2025-04-30T11:08:01,4.4.0.2
en-np,11275362-f68f-4c67-bf8c-43bef7ecf5a4,Sandesh Magar,5,this mobile banking app is v erry good,2025-04-30T05:40:34,
en-np,7eb9217d-4d1f-489a-9a7b-71fa4d28c0d5,Dawa gamer,1,so fast money transfer app,2025-04-30T03:27:34,
en-np,baf76976-9f2f-44c0-b2fd-e6e1cb7a3fa1,Narayan Magar,5,wow,2025-04-30T03:11:28,4.4.0.2
en-np,254bc599-a03f-43a7-ad76-0123df881eef,Suraj Sherpa,4,nice esewa wallet,2025-04-30T03:07:02,4.4.0.2
en-np,722444f9-b610-47e8-b17c-2a84ba8620f7,khalid Rabbani,4,good,2025-04-30T01:52:57,4.4.0.2
en-np,0e7561b9-2957-4b3f-9dc6-1cc93ec2b521,Pabin Lama2000,2,my esewa account block OTP pin correct but I am trying open my esewa account no open how to fix this problem I am this time out off country how to problem solved,2025-04-29T23:40:57,
en-np,8cd43886-fa97-43e9-9f50-f68a3b97ec22,Manoj shrestha,1,not bad 🤣,2025-04-29T13:53:10,4.4.0.2
en-np,b4cecbd3-d5c6-454f-8b86-7266990e458a,Laxmi Rana,1,Mero 60 firta dey transactions ma kina paisa katako interest 100 dey,2025-04-29T03:51:24,4.4.0.2
en-np,eef93f46-66c1-4598-b4a4-9c900c41b309,Ssiko Limbu,5,Wow nice xa,2025-04-28T13:39:01,4.4.0.2
en-np,ba87ccb5-7e6d-4fe2-a212-e729eee42a11,Ganga Banset,1,very very bad esewa because it's not work it's waste of time. never used esawa 😭,2025-04-28T08:27:02,
en-np,80199e9d-d774-46bf-9112-e83e7137bc48,Rojan Giri,5,nice,2025-04-28T04:19:47,
en-np,b1db6628-3c99-4d06-a9e4-46aeba0068e3,Anish Phuljel,5,"Not able to login through my mobile, even when the number and password are correct. But, when I try to login with the same information on the web, it log-in's. Even my fingerprints login doesn't work while log-in but, works in other banking apps (global, citizen, nabil) stupid app, never on a perfect run. 😒😒",2025-04-28T04:01:59,4.4.0.2
en-np,effbbbe4-b7b9-48d3-87cf-53581499794e,Pradeep Chaudhary,4,the server is not good enough for handling lots of users.,2025-04-27T13:36:25,4.4.0.2
en-np,6a8eb03a-69c7-4724-ab54-9b5222c8900b,Krishan Mohan Pandey,5,nice,2025-04-27T08:39:38,
en-np,2e21c911-9aa2-4aab-aa89-73421f7f3141,Sahil Siddiqui,5,nice,2025-04-27T07:58:18,4.4.0.2
en-np,cd8b3c29-1bc7-4a67-8dfd-a17c4f8a90ea,rohan adhikari,1,worst app of nepal.. it does not work when needed .. does not show balance and even doesnt scan properly.. not once but frequently.. now switching to khalti app. dont download this app,2025-04-27T07:44:10,4.4.0.2
en-np,0dffd697-6414-49e2-a625-97c038734ea9,Sushant Basnet,1,no call response,2025-04-27T04:49:00,4.4.0.2
en-np,92332414-16f3-4539-abad-0acfbf78df4c,James Purna,1,"i can,t re registration why",2025-04-27T03:47:31,3.12.2.1
en-np,d95a7f6d-aee4-4c58-9c3d-405a603b7d83,Satya Rauniyar,3,nice app,2025-04-26T14:39:56,
en-np,d8a72e4a-8f57-49b4-ad38-bd166d5af4b9,Arbaaz Khan,5,this application is so good an very greatful and very easy i love it 😘😘😘😘,2025-04-26T14:00:47,4.4.0.2
