locale,review_id,author,rating,review_text,date,app_version
en-np,f756ba50-4c9f-4b30-a3da-dbfdde3a8b54,Dewan Magar,5,Esewa,2023-11-25T18:01:19,4.1.1.0
en-np,90f9cc55-a311-4ec3-9cc8-59123f41ba97,Sachin gm,1,"Very very poor worst customer care service....I dont want to give even 1 star...Totally unfaithful,unsafe app ....miserable experience ,Dont use this app....😡😡😡🤬My Account was temporarily blocked even i used my pin it showed wrong then i move to change mpon ...then esewa sent some otp but it was hazard situation as i was unable to fill that otp code because this app put me to again and again to starting point😡no response from customer care...worst app dont use it",2023-11-25T16:32:33,4.1.1.0
en-np,62d40d5f-df10-4549-9832-7d4a27930abb,Aarif Ansari,5,Jejeie,2023-11-25T15:22:45,4.1.1.0
en-np,4434b274-2533-481e-8ab8-0308bb95727e,Sangita Parihar,1,Don't used esewa,2023-11-25T13:57:43,4.1.1.0
en-np,7707ea92-0791-47e8-b50f-2bb9deb8b613,Nahim Alam,1,साउदि मा चलछ र यो eSEWA,2023-11-25T07:53:01,4.1.1.0
en-np,86a06cb3-1883-4e72-8208-633f99ac635e,Rohan Sherpa (Rohan sherpa don),5,Nice,2023-11-25T06:22:24,
en-np,9704ecca-26c8-435e-9743-b61a6de046af,Sudip ayer,5,Good,2023-11-25T05:15:52,
en-np,1fabed6f-5464-41ae-9169-aa9f21c29a1c,NEWAR FF,1,Very bad app don't install it you will regret,2023-11-25T04:06:26,4.1.1.0
en-np,3bf6671b-9a44-4cd5-8262-e441ac88aefb,चेत नारायण श्रेष्ठ,3,Good app,2023-11-25T01:06:04,4.1.1.0
