locale,review_id,author,rating,review_text,date,app_version
en-np,20150a3d-1d9e-4e16-9b25-3e0af76b80bb,JokerGang Gammer,1,Not working properly,2021-04-05T16:50:20,3.7.9.1
en-np,60962858-f1f3-47fb-9572-4fd750932888,Bishesh dhakal,5,easy,2021-04-05T16:37:23,3.8.7
en-np,314e9fa7-9a71-4502-88d3-b3d5289a7cac,Ajay Thakur,1,Nice,2021-04-05T16:13:46,3.8.7
en-np,91d46015-4e74-4c43-94a0-fad8edb87c06,Shristi Shrestha,1,Worst app experience ever I have been trying to transfer fund in bank account but it doesn't proceed at all saying something went wrong try again later again and again,2021-04-05T11:38:59,3.8.7
en-np,7791b677-6907-42fd-852d-fa637e41dc0c,Khagi Timilsena,5,happy,2021-04-05T09:32:17,
en-np,f63a8abb-2f71-4ee7-9313-796ad780f20b,KHEM BAHADUR CHOHAN,4,Best mobile wallet 😉,2021-04-05T09:09:11,3.8.7
en-np,52331ff3-92ab-4cf7-aa15-60ea21d99c44,Gaurav Thakulla,5,500 RS Transfer,2021-04-05T01:37:10,3.8.7
en-np,dfc678b1-5f7d-4cfc-8aa7-83a1fcfe581b,Shadow Fight 2,5,Op,2021-04-05T01:02:30,3.8.7
