locale,review_id,author,rating,review_text,date,app_version
en-np,fff3e8ef-ee03-49c4-a652-4422b3277902,chhabilal rana magar,5,❤️❤️❤️,2023-11-03T15:14:43,
en-np,87228d04-d3d3-4615-a01e-730a08025c7e,haru haru,1,Shut up man you keep saying profile photo changing is for verified and im verified one ok,2023-11-03T02:28:01,4.1.0.0
en-np,47b6ecd3-87b2-41d5-a1bb-79b1a76dbe37,Jinpa Gyaltsen Lama,1,😅😅😅😅😅😅,2023-11-03T02:27:27,4.1.0.0
en-np,4dcd013a-3009-4eef-b5d6-51cc0557de56,Bibash Kunwar,5,op,2023-11-03T02:07:28,
