locale,review_id,author,rating,review_text,date,app_version
en-np,e7f5ed73-66b5-42e3-bf0d-dc7514de56ea,pra dip,3,"Doesn't work properly in low network speed even if single bar is down...it buffers too much while paying,it causes for double payment...I think a lot of the 1 stars are from the same kind of problem.",2023-09-21T17:49:27,4.0.0.0
en-np,5caf7c27-4b3b-4857-9ae0-0b8b4cc58d2d,Pratapsharma Pratapsharma,1,Blanche jhukkera kasali lai gayo vane blance block garna mildaina yo esewa ko system ali thik xaina,2023-09-21T17:21:11,4.0.0.0
en-np,cb696502-3a5e-416e-a9eb-ee3e14150534,Himal Thapa,1,Very Good,2023-09-21T16:04:05,4.0.0.0
en-np,f6a089fa-2f10-481f-b5eb-0900ca8d2452,Lmz Srz,1,0% efficient,2023-09-21T14:15:15,3.16.0.0
en-np,76d6b1d5-5693-4c4b-a5c3-62dabd4cef8b,Amon Amon,5,good,2023-09-21T13:16:41,
en-np,5583108f-08a4-4000-b105-c1399a11d808,Yubraj Karki,5,Very greatfull app,2023-09-21T12:57:18,
en-np,2da153ee-f8df-4e33-9c1d-8f96713dc6bc,sandeep,1,Very bad,2023-09-21T12:47:28,3.16.0.0
en-np,d92b8e6f-ceed-4fbf-b3a8-9810b8480446,Ramesh Gurung,3,Good mobile wallet,2023-09-21T11:19:08,4.0.0.0
en-np,feeb2cf1-498c-47a1-89af-074243378237,Deepesh Khatri,5,Good,2023-09-21T10:43:29,3.16.0.0
en-np,958f7a72-8c3e-493b-86ce-bd1aa4555414,Raw Been,5,Awesome 👍,2023-09-21T09:30:23,4.0.0.0
en-np,076f9647-5ebe-4eab-99d1-829c3db677d9,Binam Gurung,1,there is no option for changing profile picture,2023-09-21T09:19:09,4.0.0.0
en-np,2a8ad776-7f3d-456f-84a9-f02a44183b82,navaraj Poudel,1,Today I recharge 15 15 rs two time but it doesn't came in recharge,2023-09-21T08:28:47,4.0.0.0
en-np,35a08d73-f401-4fb4-bf1f-0a1b3f737f57,Na Been,1,Worst costomer service it's loss my money and not give support to the consumer,2023-09-21T08:06:42,
en-np,b33edb01-8c01-41a8-af4b-4ab40d44f465,Nirmal Shrestha,1,"I don't recommend people to use esewa. It's very worst that when they usually give offers this app doesn't work properly when promocode is applied. It's like that they are scaming people. Even their customer support is also worse. I did a survey by messaging Esewa, Khalti and Ime pay at a same time but esewa replied me after few days whereas other replied me within an hour. So, I recommend people to no use it.",2023-09-21T07:21:24,3.16.0.0
en-np,c7bbeb82-94d9-421d-a3f4-3b8019640473,Shusil shah,5,nice,2023-09-21T06:15:59,3.16.0.0
en-np,8a3b095c-e6fd-42e3-9e63-3618955ed1ce,Samita Ranjitkar,1,Worst App I recommend not used to this app.,2023-09-21T05:00:39,3.16.0.0
en-np,6b941286-53a1-46a2-9c73-489469319379,Bibek Shrestha,1,Kati update ako Waka lagni,2023-09-21T04:41:59,3.16.0.0
en-np,0d1e7354-c6a5-471d-893b-4bddd142596c,Yogesh Agawal,3,It's good but not too good,2023-09-21T02:05:57,4.0.0.0
en-np,1a1aab9a-8b04-4eda-820a-b45d0830b607,Kiswor chhetri,1,Not convenient while transferring money to bank as it deduct 10 rupees on each transaction. UI is not so smooth after update,2023-09-21T01:55:52,4.0.0.0
en-np,e4561e9a-7dd8-43b8-a239-c1b83015c588,DILIEEP,1,👀,2023-09-21T01:50:05,4.0.0.0
en-np,3a255823-8321-4af9-87fd-568b94460562,Sijan_ Vibesz,1,Bad update Should Have edit opetion for profile pic Khalti is best❤️❤️❤️❤️,2023-09-21T00:51:05,4.0.0.0
en-np,d2882180-b1fa-4620-b7e0-bc3f7e4fc225,Gyanendra GC - guru,4,Pretty good,2023-09-20T19:21:25,3.7.9.1
