locale,review_id,author,rating,review_text,date,app_version
en-np,22f02561-5b60-45ca-8491-febb1c922abc,Bikash Kumar,5,Good apps,2020-11-06T16:25:52,3.8.1
en-np,2d84e925-c674-4b3d-8aa8-000e5b1a8385,Hemant Chaudhary,5,Give me redeem code,2020-11-06T16:14:29,3.7.9.1
en-np,50c1e802-a1da-4245-8f3e-27691b10f70f,Victimboy X,5,Nice application thanks for providing good service guys,2020-11-06T15:28:54,3.8.1
en-np,603796a3-2035-4b1e-a215-c5dbf068b42e,raj kulung,5,wow so useful app,2020-11-06T11:54:41,3.7.9.1
en-np,04a3bd25-ea56-401d-9510-b2d07c558c09,Lekhnath Paudel,1,I am wishing to change my primary phone number. I called customer service nearly 7 8 times and sent email. The number didn't change. Poor customer service😖😖,2020-11-06T11:39:54,3.8.1
en-np,22411903-2906-4f37-84a6-f4503f99f770,Aarati Thakur,4,Good,2020-11-06T11:38:00,3.8.0
en-np,c4fc2860-7096-4d6c-ae70-c164b2986317,ONLINE GAMER,5,Very nice app,2020-11-06T07:58:22,3.7.9.1
en-np,70d5f6e0-7eb4-4756-8f2a-132a628b839b,PRO GAMMER,5,Nice app,2020-11-06T07:55:49,
en-np,012f595f-8f95-48f5-9b8d-fa930f6f6d1c,Yaman don ho Hai,1,"Wrost app ever, i thought we can do a short business through this app by doing financial transactions , but no when my when my transaction increase though this app automatically generate monthly exceed problem and again after it can't see me happy , its blocked my esewa id listen respected sir/mam I'm ready to pay tax as it is our duty and responsibility because we earn through it but do not do this unsatisfactory things to us i hope a good response from you. #Useimepay✅ #DonotuseEsewa ❌",2020-11-06T05:02:36,
en-np,50cd9cd2-bbe0-4b17-8e3c-4ba9f0980f72,Reactor Yubi,5,☹️😍,2020-11-06T03:19:42,
en-np,54dad9ba-67ef-4419-a405-cd35253194b2,0G COZY,5,khatra,2020-11-06T02:39:21,3.7.9.1
