locale,review_id,author,rating,review_text,date,app_version
en-np,bea6b699-a8fc-4240-8e85-d58bbe8b42fa,Shreeya Karmacharya,1,"I have tried clearing the cache, uninstalling the app and reinstalling it, logging out, using a web browser and deverything else that your customer service people suggest when I called. I called for 7 times today because the problem persisted but the service wasnt good. Other than being a useless app you are very good at giving trouble to consumers. Keep it up. Its good for other service providers. Also Sabina lady kept asking my citizen ship number. Why would i carry my citizenship everyday?",2022-04-08T17:32:11,3.8.17
en-np,3fd0fbe1-0a2c-4234-8104-6d97f778d72b,Mustakin Ali,4,Good,2022-04-08T16:22:01,3.8.17
en-np,ef1b6e76-04d0-4711-8b9c-d57bdf188ccb,Pawan Pandey,3,Best,2022-04-08T11:13:09,3.8.17
en-np,0326564e-1760-4b99-8bb7-9c2730b5d04f,Mahesh Bastola,5,very nice,2022-04-08T10:53:10,3.8.17
en-np,ac390aea-e45b-4b30-8934-e67d6677f38f,anup Gurung,5,Yo aapp and like 👍 comments on delivery of this item in a timely fashion and the horizon is the most popular in nepal world of the world and the horizon 😀 😄 is one 👌 of the world in which the world's most powerful and powerful way of life 👏 😀 🙌,2022-04-08T10:22:42,3.8.17
en-np,73e8fec7-6b44-4518-b7e0-40844a6aae91,Giriraj Khadka,4,Nice digital wallet,2022-04-08T06:02:16,
en-np,965cd970-de98-4c39-8e36-ac2972a2e4d9,Tara roka,5,جی,2022-04-08T05:52:26,3.6.7
en-np,84c22e63-0cbf-4e69-bd16-f229aa1bc812,amit maharjan,1,Why there is problem? I cant even sing in my account,2022-04-08T05:46:24,3.4.8
en-np,835a4f75-acf4-4725-b34c-c7842743dfaf,Shivshankar Mahato,5,Damiiiiiiiiii app xa,2022-04-07T22:14:03,3.8.17
